Date,SystemType,Species,Location,WaterTemperature,Salinity,PHLevel,DissolvedOxygen,NitrogenLevel,PhosphorusLevel,StockingDensity,FeedConversionRatio,YieldKgPerM3,MarketPrice,OperatingCosts,GrossRevenue,EconomicPotential,MarketDemandGrowth,SustainabilityScore
2022-10-05,Inland Raceway System,Tilapia (Blue),Spain,13.19,35.72,7.62,4.74,2.25,0.31,63.71,1.28,-8.67,3.77,-18.2,-32.67,-14.47,4.0,80.7
2021-02-03,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Tilapia (Nile),Canada (Atlantic),20.51,37.76,7.39,4.6,2.29,0.31,135.12,2.23,38.81,3.92,81.5,152.2,70.7,4.0,97.28
2018-01-19,Recirculating Aquaculture System (RAS) - Small Scale,Catfish (Channel),Norway,26.58,33.93,8.26,9.25,2.33,0.4,88.6,1.29,-54.9,3.78,-137.24,-207.62,-70.37,2.0,83.95
2022-04-21,Coastal Extensive Pond,White Leg Shrimp,China (Southern Coast),29.75,37.81,7.83,5.56,2.91,0.01,192.32,1.52,-134.99,7.71,-607.48,-1041.23,-433.76,3.5,65.36
2018-03-04,Recirculating Aquaculture System (RAS) - Small Scale,White Leg Shrimp,USA (Gulf Coast),25.34,36.77,6.57,4.22,3.53,0.28,91.01,1.79,-16.97,8.61,-76.37,-146.09,-69.73,3.5,91.22
2022-05-30,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Catfish (Channel),Brazil,27.63,36.18,8.01,2.83,2.38,-0.01,115.31,1.72,2.63,4.11,6.59,10.83,4.24,2.0,86.21
2019-11-06,Deep Sea Cage System,Giant River Prawn,Canada (British Columbia),21.34,32.12,7.14,5.94,2.49,0.19,83.2,1.82,18.53,4.27,46.31,79.1,32.79,2.0,74.07
2020-03-03,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Barramundi,Turkey,22.8,36.19,7.2,5.53,3.26,0.31,133.02,1.05,78.93,4.08,197.33,322.17,124.84,2.0,60.16
2019-03-05,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Chinook Salmon,Vietnam,25.2,37.34,6.79,6.68,2.14,0.11,171.08,1.21,-91.7,5.46,-293.45,-500.55,-207.1,3.0,93.91
2021-06-20,Reservoir Aquaculture,Gilthead Sea Bream,Greece,26.86,33.93,6.77,6.03,1.75,0.38,72.07,1.72,-12.19,5.76,-49.99,-70.28,-20.29,2.5,93.09
2019-07-11,Inland Raceway System,European Eel,China (Southern Coast),24.51,37.62,6.88,6.9,1.84,0.38,165.54,1.82,-58.96,4.37,-147.41,-257.47,-110.06,2.0,67.58
2019-04-29,Recirculating Aquaculture System (RAS) - Industrial Scale,Chinook Salmon,Chile,14.13,38.3,8.22,6.52,2.4,0.33,136.92,1.94,-259.67,6.13,-830.95,-1590.9,-759.95,3.0,70.15
2020-11-16,Recirculating Aquaculture System (RAS) - Industrial Scale,Tilapia (Blue),USA (Hawaii),17.73,41.04,7.69,6.43,2.02,0.19,110.61,1.59,-147.88,3.29,-310.54,-486.24,-175.71,4.0,57.35
2020-02-11,Offshore Cage System,Tilapia (Blue),Scotland,33.04,33.17,7.61,6.35,2.45,0.1,145.71,0.91,-111.04,3.96,-233.19,-440.24,-207.05,4.0,95.36
2020-01-03,Offshore Cage System,Barramundi,Greece,16.87,32.11,8.27,3.97,2.2,0.22,118.69,1.72,-113.97,4.52,-284.93,-515.22,-230.29,2.0,86.13
2020-04-02,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,White Leg Shrimp,Spain,31.02,29.68,7.87,6.56,2.31,0.33,162.15,1.51,-331.37,8.34,-1491.17,-2763.67,-1272.49,3.5,82.75
2019-09-26,Coastal Intensive Pond,White Leg Shrimp,Canada (Atlantic),26.03,35.08,7.41,6.83,2.48,0.3,58.55,1.51,44.24,7.81,199.1,345.68,146.59,3.5,51.48
2021-11-22,Deep Sea Cage System,Rainbow Trout,Australia (West Coast),24.09,34.14,7.81,6.17,2.31,0.46,191.99,1.9,132.4,4.72,383.95,624.89,240.94,2.0,95.88
2021-05-12,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Carp (Common),China (Southern Coast),20.91,33.3,6.43,5.64,3.23,0.21,112.8,0.87,-32.88,4.53,-82.2,-149.08,-66.88,2.0,74.57
2018-12-07,Recirculating Aquaculture System (RAS) - Industrial Scale,European Sea Bass,Brazil,24.62,37.25,7.95,3.38,1.79,0.42,87.5,1.4,10.6,6.13,43.45,64.96,21.51,2.5,68.2
2019-06-25,Deep Sea Cage System,Rainbow Trout,Vietnam,20.59,31.84,7.66,4.79,2.2,0.08,98.71,2.08,24.71,4.9,71.65,121.1,49.46,2.0,54.58
2021-08-16,Coastal Extensive Pond,Atlantic Salmon,Greece,21.92,31.17,6.22,5.21,1.72,0.32,67.24,1.63,-43.69,6.4,-139.8,-279.6,-139.81,3.0,71.89
2020-06-04,Deep Sea Cage System,Gilthead Sea Bream,Ecuador,18.27,37.33,7.27,9.44,1.9,0.22,139.24,1.47,-22.76,5.41,-93.3,-123.1,-29.8,2.5,79.79
2022-09-09,Offshore Cage System,European Sea Bass,China (Inland Provinces),24.24,35.44,7.35,4.19,1.78,0.52,143.06,1.56,125.76,5.55,515.61,698.07,182.46,2.5,61.93
2019-11-24,Coastal Intensive Pond,European Sea Bass,Spain,20.18,36.4,7.83,7.1,1.69,0.23,77.51,1.09,23.21,6.3,95.17,146.34,51.17,2.5,65.82
2018-01-25,Deep Sea Cage System,European Sea Bass,Ecuador,10.95,35.78,6.87,4.74,1.36,0.47,79.45,1.48,-68.98,5.56,-282.81,-383.27,-100.46,2.5,61.25
2021-10-28,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Tilapia (Blue),China (Inland Provinces),19.23,29.62,7.08,8.63,2.65,0.23,52.63,1.49,-53.7,3.59,-112.78,-192.55,-79.77,4.0,52.25
2021-12-23,Offshore Cage System,Tilapia (Nile),Australia (West Coast),25.72,34.01,7.61,6.35,2.34,0.23,174.53,1.3,96.98,3.45,203.65,334.94,131.29,4.0,68.01
2021-07-17,Recirculating Aquaculture System (RAS) - Small Scale,Gilthead Sea Bream,Spain,23.43,37.4,7.26,9.3,2.61,0.42,193.19,1.2,17.1,6.37,70.1,108.96,38.85,2.5,55.86
2021-02-13,Deep Sea Cage System,Black Tiger Shrimp,USA (Gulf Coast),27.26,34.02,7.07,8.7,1.91,0.32,82.62,1.43,-34.1,6.91,-153.46,-235.69,-82.23,3.5,76.19
2021-10-10,Inland Raceway System,European Eel,Vietnam,25.52,36.51,7.14,3.18,3.44,0.36,134.72,1.57,26.71,3.98,66.76,106.39,39.63,2.0,54.34
2022-04-06,Reservoir Aquaculture,Atlantic Salmon,USA (Hawaii),18.61,33.5,6.87,4.54,2.95,0.33,76.44,1.42,0.29,5.1,0.93,1.49,0.55,3.0,72.24
2020-10-05,Deep Sea Cage System,European Sea Bass,Canada (British Columbia),24.28,35.38,7.97,9.55,1.95,0.39,96.95,1.29,22.63,5.45,92.8,123.32,30.53,2.5,77.99
2018-01-08,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Giant River Prawn,Spain,18.97,33.68,7.13,4.78,1.29,0.31,61.32,1.62,17.4,4.39,43.5,76.31,32.81,2.0,54.96
2019-07-09,Recirculating Aquaculture System (RAS) - Small Scale,Barramundi,Vietnam,22.31,35.07,8.17,9.36,3.77,0.18,144.78,1.15,21.88,4.17,54.7,91.34,36.63,2.0,86.23
2022-03-13,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Giant River Prawn,Australia (West Coast),15.98,33.17,7.48,3.77,2.51,0.18,109.91,1.61,3.6,4.42,9.0,15.92,6.92,2.0,76.89
2021-02-03,Coastal Extensive Pond,Tilapia (Blue),Canada (Atlantic),20.74,37.66,7.6,6.1,2.56,0.29,142.26,0.85,37.64,3.75,79.05,141.34,62.3,4.0,68.27
2022-05-07,Reservoir Aquaculture,Gilthead Sea Bream,USA (Gulf Coast),19.05,34.68,8.01,6.33,3.17,0.26,170.57,1.29,27.03,6.15,110.83,166.36,55.52,2.5,77.26
2019-07-19,Coastal Extensive Pond,Tilapia (Nile),Greece,30.72,31.7,7.65,5.4,2.46,0.3,136.04,1.14,-71.0,3.83,-149.09,-271.64,-122.55,4.0,68.65
2020-01-06,Deep Sea Cage System,Gilthead Sea Bream,Chile,21.04,37.16,7.72,5.1,1.51,0.42,103.39,1.5,49.66,5.99,203.62,297.53,93.91,2.5,94.84
2021-01-10,Recirculating Aquaculture System (RAS) - Industrial Scale,Giant River Prawn,Thailand,19.54,34.62,8.01,6.9,2.13,0.19,74.2,1.25,29.52,3.65,73.81,107.72,33.91,2.0,89.28
2019-06-16,Recirculating Aquaculture System (RAS) - Industrial Scale,Chinook Salmon,China (Inland Provinces),9.29,30.78,6.06,5.48,3.04,0.11,119.09,1.18,-366.88,5.32,-1174.02,-1953.22,-779.21,3.0,91.13
2022-08-21,Inland Raceway System,European Sea Bass,Ecuador,18.87,30.54,6.46,9.31,3.06,0.25,172.83,1.53,-257.69,5.88,-1056.55,-1515.22,-458.68,2.5,58.67
2018-09-24,Recirculating Aquaculture System (RAS) - Industrial Scale,Rainbow Trout,Scotland,24.28,39.36,7.87,7.85,2.34,0.24,126.09,1.61,-82.9,4.55,-240.41,-377.37,-136.96,2.0,67.26
2020-12-28,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Silver),USA (Hawaii),24.83,36.9,8.16,4.57,2.15,0.42,82.13,1.49,-3.6,4.49,-9.01,-16.18,-7.18,2.0,74.79
2020-02-19,Coastal Extensive Pond,Atlantic Salmon,Thailand,21.2,37.37,7.73,4.68,2.06,0.25,108.88,1.7,31.33,5.66,100.24,177.15,76.91,3.0,71.8
2019-11-18,Reservoir Aquaculture,Atlantic Salmon,Canada (Atlantic),27.72,32.21,7.02,7.84,2.83,0.29,75.0,1.75,-54.47,4.84,-174.29,-263.86,-89.57,3.0,59.81
2020-08-30,Coastal Extensive Pond,Chinook Salmon,Thailand,10.01,33.3,8.04,5.36,2.73,0.32,116.8,1.78,-91.8,5.02,-293.77,-461.2,-167.43,3.0,59.19
2020-08-28,Offshore Cage System,Tilapia (Nile),USA (Hawaii),24.33,35.22,8.02,6.58,2.02,0.25,109.89,1.51,65.06,3.68,136.63,239.45,102.82,4.0,64.1
2021-05-21,Coastal Intensive Pond,European Eel,Brazil,18.22,31.14,7.51,7.46,2.21,0.35,168.25,1.86,-28.29,3.8,-70.73,-107.4,-36.68,2.0,61.92
2020-05-06,Offshore Cage System,Tilapia (Blue),Turkey,17.03,37.0,7.02,9.2,1.96,0.4,198.46,1.96,-121.19,3.33,-254.5,-403.59,-149.09,4.0,78.03
2019-08-24,Inland Raceway System,Black Tiger Shrimp,Greece,18.26,34.21,8.04,4.2,1.58,0.34,150.1,1.49,47.44,8.48,213.5,402.41,188.91,3.5,59.64
2020-08-03,Coastal Extensive Pond,Chinook Salmon,Australia (West Coast),19.24,38.49,7.56,5.71,2.89,0.24,50.95,1.76,-0.94,5.02,-3.01,-4.72,-1.71,3.0,50.88
2019-04-02,Deep Sea Cage System,Tilapia (Blue),Canada (British Columbia),15.73,30.44,7.36,2.16,2.54,0.13,165.01,1.56,-227.59,3.98,-477.94,-906.38,-428.45,4.0,64.75
2018-06-23,Recirculating Aquaculture System (RAS) - Small Scale,Catfish (Channel),Spain,21.86,35.61,7.35,8.75,2.7,0.38,147.03,1.82,115.35,4.06,288.38,468.09,179.71,2.0,99.81
2018-08-03,Inland Raceway System,Atlantic Salmon,Indonesia,18.75,34.23,7.13,7.02,2.04,0.31,142.89,1.32,46.38,6.04,148.42,280.31,131.89,3.0,74.91
2020-11-06,Recirculating Aquaculture System (RAS) - Industrial Scale,Tilapia (Blue),Spain,12.98,32.05,8.2,8.23,2.76,0.38,174.27,1.27,-316.31,3.69,-664.24,-1167.93,-503.68,4.0,98.59
2018-04-06,Coastal Intensive Pond,Carp (Silver),Brazil,21.07,38.52,8.06,6.97,2.53,0.26,197.68,1.1,-71.7,4.43,-179.26,-317.84,-138.58,2.0,83.71
2018-09-02,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Common),China (Southern Coast),24.65,32.32,6.77,7.85,2.14,0.34,199.25,1.46,-133.73,4.09,-334.33,-546.87,-212.54,2.0,77.89
2020-06-03,Coastal Intensive Pond,White Leg Shrimp,Australia (East Coast),12.69,38.53,7.31,5.7,2.16,0.32,60.51,1.49,-76.45,7.51,-344.03,-574.14,-230.11,3.5,71.79
2022-04-14,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Tilapia (Blue),China (Inland Provinces),19.13,40.01,7.66,5.21,1.65,0.29,128.13,1.8,-72.88,3.91,-153.05,-284.86,-131.8,4.0,92.0
2020-12-29,Deep Sea Cage System,Chinook Salmon,Greece,17.57,33.51,6.76,4.74,2.39,0.26,115.87,1.07,-44.03,5.37,-140.9,-236.53,-95.64,3.0,78.71
2022-11-13,Offshore Cage System,Tilapia (Blue),Brazil,21.91,38.31,7.35,3.9,1.45,0.2,73.52,1.57,34.64,3.48,72.75,120.39,47.64,4.0,84.23
2021-06-10,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Black Tiger Shrimp,Ecuador,7.36,35.85,8.15,7.95,1.85,0.25,85.95,0.96,-224.29,5.99,-1009.3,-1342.95,-333.65,3.5,63.26
2021-08-19,Inland Raceway System,European Eel,Norway,24.98,37.87,7.51,7.91,2.76,0.46,114.86,1.75,18.29,4.08,45.73,74.67,28.94,2.0,77.59
2018-02-09,Recirculating Aquaculture System (RAS) - Industrial Scale,White Leg Shrimp,Australia (East Coast),12.13,35.8,7.01,7.53,2.86,0.28,134.97,1.61,-125.32,8.11,-563.95,-1016.78,-452.82,3.5,75.5
2018-06-07,Coastal Intensive Pond,Tilapia (Nile),Vietnam,13.85,33.66,7.35,5.77,2.44,0.4,132.38,1.42,-34.99,3.39,-73.47,-118.6,-45.13,4.0,63.74
2022-01-27,Coastal Extensive Pond,Gilthead Sea Bream,Spain,27.2,35.09,7.5,5.1,2.47,0.24,144.33,1.47,52.71,5.53,216.11,291.38,75.27,2.5,99.9
2021-09-23,Reservoir Aquaculture,Tilapia (Nile),Thailand,15.69,32.13,6.55,4.8,2.44,0.23,155.55,1.75,-128.9,3.72,-270.69,-479.68,-208.99,4.0,52.7
2019-06-12,Offshore Cage System,Rainbow Trout,Australia (East Coast),20.56,36.32,8.03,6.91,1.48,0.35,196.69,1.4,39.7,5.42,115.12,215.28,100.16,2.0,56.92
2022-12-08,Reservoir Aquaculture,Tilapia (Nile),USA (Hawaii),16.57,37.07,6.94,7.73,2.32,0.52,139.56,1.52,-79.22,3.44,-166.37,-272.8,-106.44,4.0,68.66
2018-09-15,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Giant River Prawn,Greece,22.57,33.25,8.29,5.63,2.35,0.16,77.11,1.22,4.66,4.45,11.65,20.73,9.08,2.0,72.38
2021-04-20,Coastal Intensive Pond,Black Tiger Shrimp,Canada (British Columbia),18.42,39.64,7.04,6.76,2.71,0.34,150.15,1.61,-180.01,7.73,-810.04,-1391.44,-581.4,3.5,91.84
2020-12-14,Recirculating Aquaculture System (RAS) - Small Scale,European Sea Bass,Canada (British Columbia),15.34,32.06,7.83,2.99,2.67,0.17,92.84,1.54,-36.5,7.34,-149.65,-268.0,-118.35,2.5,78.88
2020-07-17,Offshore Cage System,Atlantic Salmon,Norway,22.73,36.04,7.73,6.25,2.84,0.35,174.44,0.69,257.93,6.06,825.37,1561.86,736.48,3.0,87.99
2020-12-25,Recirculating Aquaculture System (RAS) - Industrial Scale,European Sea Bass,Scotland,20.19,29.08,7.62,6.49,2.28,0.32,55.93,1.71,-30.85,6.54,-126.48,-201.79,-75.31,2.5,84.74
2021-01-28,Reservoir Aquaculture,Catfish (Channel),Vietnam,22.28,32.53,7.25,5.8,3.09,0.38,66.12,2.08,14.38,3.95,35.96,56.81,20.85,2.0,68.08
2021-09-24,Inland Raceway System,Tilapia (Blue),Canada (Atlantic),27.51,39.35,7.52,-0.7,2.13,0.33,199.98,1.52,-111.51,3.94,-234.16,-439.15,-204.99,4.0,55.17
2018-05-18,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Barramundi,USA (Hawaii),24.26,40.7,8.21,7.21,2.47,0.25,193.94,1.73,-328.13,3.97,-820.33,-1303.66,-483.33,2.0,64.05
2018-05-31,Deep Sea Cage System,Tilapia (Blue),Thailand,25.76,31.7,7.63,6.62,2.74,0.36,196.87,1.31,-58.31,3.43,-122.45,-199.94,-77.49,4.0,99.79
2019-09-15,Recirculating Aquaculture System (RAS) - Small Scale,Chinook Salmon,USA (Gulf Coast),27.27,30.6,7.06,7.09,1.9,0.2,56.91,1.19,-48.9,5.53,-156.47,-270.26,-113.8,3.0,68.48
2022-07-07,Inland Raceway System,Gilthead Sea Bream,Turkey,27.0,32.85,6.63,5.23,2.76,0.12,95.34,1.44,-54.05,7.47,-221.59,-403.98,-182.39,2.5,52.07
2019-01-24,Inland Raceway System,Chinook Salmon,Indonesia,15.53,37.34,7.48,5.09,2.73,0.32,51.49,1.3,-9.55,4.93,-30.57,-47.08,-16.52,3.0,76.22
2019-01-23,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Carp (Silver),Turkey,17.67,37.42,7.72,7.16,2.82,0.21,156.29,1.45,-24.97,3.96,-62.44,-99.02,-36.59,2.0,94.89
2019-03-17,Recirculating Aquaculture System (RAS) - Small Scale,Tilapia (Blue),USA (Gulf Coast),27.46,35.94,7.67,7.22,1.68,0.14,71.59,1.7,10.43,3.36,21.9,35.09,13.19,4.0,83.7
2020-10-20,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,White Leg Shrimp,Vietnam,23.82,30.78,9.13,7.97,2.81,0.31,58.08,1.28,-136.17,6.47,-612.74,-880.96,-268.22,3.5,72.28
2022-08-24,Recirculating Aquaculture System (RAS) - Small Scale,Giant River Prawn,USA (Gulf Coast),20.86,32.6,6.79,6.37,2.31,0.35,137.58,1.64,-26.38,3.83,-65.96,-101.0,-35.04,2.0,82.76
2018-03-15,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Carp (Common),Canada (Atlantic),24.29,34.84,6.83,3.87,2.73,0.37,155.65,1.07,64.77,4.43,161.94,287.19,125.25,2.0,93.27
2018-06-20,Coastal Intensive Pond,Atlantic Salmon,USA (Gulf Coast),32.69,39.91,6.94,9.59,2.06,0.3,133.47,1.33,-357.57,6.26,-1144.23,-2236.76,-1092.53,3.0,65.56
2019-03-08,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Silver),Greece,20.82,37.81,7.23,6.38,2.81,0.23,51.85,1.51,8.12,3.75,20.3,30.46,10.16,2.0,78.23
2020-08-13,Offshore Cage System,Carp (Common),China (Inland Provinces),26.68,34.32,7.15,6.14,1.89,0.48,181.74,1.63,34.28,3.8,85.71,130.17,44.47,2.0,66.68
2021-10-31,Coastal Intensive Pond,Tilapia (Blue),Thailand,21.35,35.38,7.77,3.79,2.27,-0.01,149.08,1.62,128.6,3.48,270.05,447.57,177.52,4.0,50.73
2019-07-31,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,European Sea Bass,Thailand,31.67,38.23,8.26,6.23,2.37,0.16,133.9,1.53,-184.24,7.32,-755.4,-1347.95,-592.55,2.5,87.11
2022-02-10,Recirculating Aquaculture System (RAS) - Small Scale,Chinook Salmon,USA (Hawaii),18.56,33.93,7.57,6.23,3.01,0.4,76.57,1.24,38.0,5.29,121.6,200.99,79.39,3.0,76.02
2019-04-17,Inland Raceway System,Black Tiger Shrimp,Thailand,16.18,34.98,8.2,7.0,2.32,0.23,79.74,1.74,-30.58,7.42,-137.61,-226.76,-89.16,3.5,52.3
2022-12-19,Deep Sea Cage System,Atlantic Salmon,Spain,20.48,37.35,8.12,3.95,1.89,0.43,71.49,1.49,11.59,5.88,37.1,68.14,31.04,3.0,82.28
2019-06-17,Recirculating Aquaculture System (RAS) - Small Scale,Rainbow Trout,Canada (Atlantic),27.71,38.33,6.78,8.09,2.97,0.46,72.09,1.83,-75.62,4.66,-219.29,-352.55,-133.25,2.0,71.6
2019-12-04,Coastal Extensive Pond,Carp (Common),China (Southern Coast),17.4,36.28,7.48,5.66,2.1,0.12,189.68,1.63,44.34,3.9,110.85,172.79,61.94,2.0,82.88
2021-08-13,Deep Sea Cage System,Chinook Salmon,Norway,16.22,30.55,7.46,8.18,2.39,0.27,169.42,1.83,-252.71,6.03,-808.67,-1524.63,-715.96,3.0,86.43
2021-02-03,Recirculating Aquaculture System (RAS) - Small Scale,Carp (Silver),Greece,20.69,36.99,8.25,5.93,2.3,0.42,131.19,1.53,-10.19,3.78,-25.47,-38.55,-13.07,2.0,56.01
2020-02-07,Deep Sea Cage System,European Sea Bass,China (Southern Coast),16.92,31.78,7.24,7.05,2.69,0.12,199.5,1.97,-104.5,5.91,-428.46,-617.33,-188.87,2.5,63.93
2022-09-26,Deep Sea Cage System,Chinook Salmon,China (Southern Coast),15.81,33.02,7.05,4.69,1.27,0.31,145.89,1.46,-83.46,5.13,-267.07,-427.89,-160.82,3.0,57.66
2022-02-04,Coastal Intensive Pond,Catfish (Channel),Thailand,28.86,36.35,7.25,6.09,3.45,0.26,145.47,0.93,-32.36,4.14,-80.89,-133.94,-53.04,2.0,63.84
2020-07-23,Inland Raceway System,Tilapia (Nile),USA (Gulf Coast),17.01,36.32,8.45,5.73,3.04,0.18,137.16,1.2,-85.44,3.93,-179.43,-335.73,-156.3,4.0,90.21
2021-09-20,Offshore Cage System,Gilthead Sea Bream,Australia (West Coast),28.99,37.48,7.84,4.06,3.26,0.43,69.64,1.11,-38.97,6.06,-159.79,-236.12,-76.32,2.5,81.52
2021-03-13,Deep Sea Cage System,Giant River Prawn,Greece,40.01,34.48,7.87,8.08,2.4,0.29,176.04,1.17,-529.89,3.72,-1324.73,-1973.37,-648.64,2.0,96.87
2020-11-19,Coastal Intensive Pond,European Sea Bass,Brazil,17.13,33.47,7.27,6.86,2.1,0.28,70.41,1.77,0.85,5.69,3.5,4.86,1.36,2.5,53.21
2018-04-21,Reservoir Aquaculture,Catfish (Channel),Chile,21.88,36.31,7.99,4.87,2.22,0.23,88.35,1.62,48.59,4.32,121.47,210.08,88.61,2.0,83.55
2018-11-08,Deep Sea Cage System,Catfish (Channel),Ecuador,24.25,34.73,6.8,7.0,2.58,0.31,73.66,1.11,14.61,3.76,36.53,54.96,18.44,2.0,91.81
2021-01-22,Recirculating Aquaculture System (RAS) - Industrial Scale,Rainbow Trout,China (Inland Provinces),19.4,30.39,8.01,5.61,2.54,0.23,114.16,1.53,-86.35,5.24,-250.43,-452.48,-202.05,2.0,60.81
2020-11-21,Recirculating Aquaculture System (RAS) - Industrial Scale,Tilapia (Nile),USA (Gulf Coast),12.15,32.61,8.16,6.23,2.78,0.28,90.32,1.56,-137.89,3.98,-289.56,-548.15,-258.59,4.0,75.61
2022-06-20,Reservoir Aquaculture,Atlantic Salmon,Chile,12.27,33.5,8.42,6.72,3.27,0.24,74.5,1.26,-85.11,6.24,-272.36,-531.27,-258.91,3.0,97.38
2020-08-17,Coastal Extensive Pond,Rainbow Trout,Indonesia,12.54,31.21,8.08,9.77,1.71,0.44,189.61,1.36,-177.0,5.25,-513.3,-929.04,-415.74,2.0,56.43
2018-10-05,Inland Raceway System,Tilapia (Nile),Norway,15.97,34.89,6.69,6.71,3.62,0.24,180.39,1.72,-76.02,3.43,-159.65,-260.9,-101.25,4.0,92.4
2021-03-21,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Catfish (Channel),Canada (British Columbia),28.45,37.76,7.25,6.65,0.82,0.37,183.18,1.13,-91.97,4.21,-229.91,-386.85,-156.93,2.0,66.6
2021-04-03,Recirculating Aquaculture System (RAS) - Industrial Scale,European Eel,Indonesia,21.38,39.36,7.05,3.28,2.49,0.36,83.2,1.55,-10.59,4.03,-26.48,-42.68,-16.2,2.0,91.45
2018-01-26,Offshore Cage System,Carp (Common),Greece,23.14,39.72,7.31,3.23,3.1,0.32,162.13,1.58,-34.73,4.46,-86.82,-154.72,-67.9,2.0,74.65
2021-02-08,Recirculating Aquaculture System (RAS) - Industrial Scale,Tilapia (Nile),USA (Hawaii),24.76,33.03,7.38,6.93,2.15,0.39,191.39,1.69,78.02,3.69,163.84,287.92,124.08,4.0,94.62
2019-06-12,Inland Raceway System,Atlantic Salmon,Thailand,24.78,35.21,7.46,5.8,2.66,0.44,57.14,1.32,51.36,6.33,164.34,325.32,160.98,3.0,57.74
2021-08-20,Recirculating Aquaculture System (RAS) - Industrial Scale,European Eel,Norway,18.56,38.86,7.22,6.32,2.2,0.13,178.58,1.26,-82.99,3.6,-207.47,-298.56,-91.09,2.0,78.09
2018-02-25,Coastal Extensive Pond,European Sea Bass,Canada (Atlantic),21.89,27.14,7.46,6.78,3.09,0.48,71.6,1.7,-41.45,5.86,-169.95,-243.0,-73.05,2.5,82.82
2022-06-01,Coastal Extensive Pond,European Eel,Brazil,30.11,38.8,7.32,7.02,2.79,0.45,61.41,1.44,-27.67,4.44,-69.16,-122.79,-53.63,2.0,74.43
2020-04-03,Recirculating Aquaculture System (RAS) - Small Scale,Carp (Silver),Australia (East Coast),12.09,37.68,7.64,6.03,1.85,0.13,187.94,1.31,-85.94,3.68,-214.85,-316.19,-101.34,2.0,86.67
2020-11-19,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Barramundi,Norway,26.5,32.14,7.24,7.05,2.31,0.27,80.01,1.22,-34.11,4.47,-85.28,-152.52,-67.24,2.0,53.11
2020-12-24,Inland Raceway System,Atlantic Salmon,Norway,24.12,34.4,8.3,3.87,3.44,0.31,173.05,1.45,74.33,5.45,237.87,405.4,167.53,3.0,77.87
2021-03-19,Coastal Intensive Pond,Gilthead Sea Bream,China (Inland Provinces),28.9,40.57,8.04,2.85,2.88,0.46,108.01,1.1,-122.0,6.7,-500.2,-817.2,-317.01,2.5,75.3
2020-09-16,Deep Sea Cage System,Gilthead Sea Bream,Canada (Atlantic),23.93,37.49,8.03,5.79,1.9,0.4,172.19,1.27,-22.73,6.94,-93.21,-157.68,-64.47,2.5,78.24
2020-12-31,Recirculating Aquaculture System (RAS) - Industrial Scale,White Leg Shrimp,Scotland,13.71,37.72,7.4,5.73,2.76,0.22,77.69,0.99,-74.82,6.86,-336.71,-513.17,-176.46,3.5,90.82
2020-03-03,Coastal Extensive Pond,Tilapia (Nile),Canada (Atlantic),14.14,36.71,7.26,4.26,2.83,0.33,69.47,1.43,-17.85,3.78,-37.49,-67.48,-29.99,4.0,82.89
2019-12-25,Recirculating Aquaculture System (RAS) - Small Scale,Carp (Silver),China (Inland Provinces),25.8,33.88,7.53,8.35,3.14,0.5,192.0,1.37,73.01,3.8,182.53,277.4,94.87,2.0,66.79
2018-05-28,Deep Sea Cage System,Rainbow Trout,Turkey,22.73,38.8,7.45,4.18,1.95,0.32,58.6,2.4,12.89,4.76,37.39,61.33,23.94,2.0,56.71
2020-07-25,Coastal Intensive Pond,Black Tiger Shrimp,Ecuador,34.02,33.55,7.73,8.81,2.02,0.27,87.12,1.38,-105.57,8.47,-475.06,-894.6,-419.54,3.5,86.62
2021-04-18,Deep Sea Cage System,European Eel,Ecuador,15.36,32.37,7.28,7.39,2.56,0.22,67.41,1.62,-41.99,4.07,-104.96,-170.75,-65.78,2.0,96.18
2019-05-01,Deep Sea Cage System,Gilthead Sea Bream,Canada (British Columbia),20.83,38.05,7.41,8.41,2.12,0.22,109.6,1.69,27.79,5.62,113.94,156.12,42.18,2.5,78.88
